index,answer,rand,rand_s,ent,ent_s,pos,pos_s
793,eggar,5,1,6,1,5,1
794,snaws,5,1,5,1,4,1
795,kohls,5,1,5,1,5,1
796,druxy,5,1,4,1,5,1
797,bigha,3,1,4,1,5,1
798,egers,4,1,6,1,6,1
799,churm,4,1,4,1,4,1
800,grouf,5,1,4,1,6,1
801,obias,6,1,5,1,5,1
802,hobos,4,1,4,1,4,1
803,tsked,3,1,3,1,3,1
804,latax,4,1,4,1,4,1
805,glebe,4,1,5,1,5,1
806,crche,4,1,4,1,4,1
807,calci,4,1,4,1,4,1
808,keryx,4,1,4,1,5,1
809,drays,5,1,5,1,5,1
810,calas,5,1,7,0,7,0
811,black,7,0,6,1,7,0
812,appel,5,1,5,1,5,1
813,dynam,5,1,4,1,4,1
814,morus,4,1,4,1,4,1
815,mafia,5,1,5,1,5,1
816,sussy,9,0,4,1,4,1
817,anjou,5,1,5,1,5,1
818,felid,6,1,3,1,3,1
819,kotow,4,1,5,1,4,1
820,guans,6,1,4,1,6,1
821,suent,4,1,4,1,4,1
822,angie,4,1,4,1,4,1
823,cozey,6,1,4,1,4,1
824,sybil,3,1,3,1,3,1
825,knelt,4,1,4,1,4,1
826,pavis,5,1,5,1,5,1
827,duree,4,1,4,1,4,1
828,unsly,3,1,4,1,4,1
829,lebes,4,1,4,1,4,1
830,preen,5,1,4,1,4,1
831,liven,3,1,3,1,3,1
832,trink,3,1,3,1,3,1
833,sarsa,3,1,4,1,3,1
834,soger,5,1,5,1,5,1
835,ogles,3,1,3,1,3,1
836,kines,7,0,9,0,9,0
837,lohan,3,1,4,1,4,1
838,josie,3,1,4,1,4,1
839,anova,6,1,4,1,4,1
840,gambe,4,1,4,1,4,1
841,doyly,6,1,5,1,5,1
842,vakia,6,1,4,1,4,1
843,bumph,5,1,4,1,4,1
844,mures,5,1,4,1,4,1
845,frere,5,1,6,1,4,1
846,glows,6,1,4,1,4,1
847,mowra,5,1,4,1,4,1
848,brahm,4,1,5,1,5,1
849,loath,3,1,5,1,4,1
850,hagar,5,1,4,1,4,1
851,pathy,4,1,4,1,4,1
852,lucre,3,1,3,1,4,1
853,dials,4,1,3,1,3,1
854,aesir,3,1,3,1,3,1
855,thyms,4,1,5,1,5,1
856,catan,3,1,3,1,3,1
857,cysts,3,1,3,1,3,1
858,repel,7,0,5,1,5,1
859,facts,4,1,4,1,4,1
860,muzzy,6,1,4,1,4,1
861,acing,4,1,5,1,4,1
862,polio,3,1,3,1,3,1
863,virtu,4,1,4,1,4,1
864,begin,5,1,4,1,4,1
865,coley,3,1,3,1,3,1
866,enweb,4,1,4,1,4,1
867,lench,3,1,4,1,4,1
868,ploys,6,1,4,1,4,1
869,civvy,3,1,4,1,4,1
870,avick,3,1,3,1,4,1
871,kulah,3,1,5,1,5,1
872,logos,5,1,4,1,4,1
873,neeze,5,1,4,1,4,1
874,thrax,4,1,4,1,4,1
875,honks,5,1,6,1,6,1
876,betag,6,1,4,1,4,1
877,ochro,4,1,4,1,3,1
878,cokey,4,1,6,1,6,1
879,hippo,5,1,4,1,4,1
880,tsadi,3,1,3,1,3,1
881,brush,5,1,5,1,5,1
882,irwin,5,1,3,1,3,1
883,joint,4,1,5,1,5,1
884,dovey,6,1,4,1,4,1
885,zayat,5,1,4,1,4,1
886,agrin,3,1,4,1,4,1
887,zeism,5,1,4,1,4,1
888,tacks,3,1,4,1,4,1
889,nyaya,4,1,5,1,5,1
890,whips,4,1,4,1,4,1
891,titar,4,1,4,1,4,1
892,trice,3,1,3,1,3,1
893,malik,6,1,3,1,3,1
894,podia,5,1,4,1,4,1
895,lader,4,1,9,0,9,0
896,camel,4,1,5,1,5,1
897,toric,3,1,3,1,3,1
898,slump,4,1,4,1,4,1
899,mates,9,0,6,1,6,1
900,piete,5,1,5,1,3,1
901,arpen,3,1,3,1,3,1
902,canch,4,1,4,1,4,1
903,direr,5,1,5,1,5,1
904,pichi,5,1,5,1,5,1
905,backs,8,0,11,0,11,0
906,filer,7,0,7,0,7,0
907,unrun,4,1,4,1,4,1
908,tabis,6,1,6,1,6,1
909,imply,5,1,4,1,4,1
910,tubae,4,1,5,1,5,1
911,acidy,4,1,4,1,4,1
912,glike,5,1,5,1,5,1
913,haulm,5,1,5,1,5,1
914,wares,7,0,3,1,3,1
915,hoven,8,0,4,1,4,1
916,paisa,4,1,4,1,4,1
917,fella,4,1,5,1,5,1
918,inurn,4,1,4,1,4,1
919,bronc,3,1,3,1,3,1
920,foils,6,1,5,1,5,1
921,jinks,11,0,8,0,8,0
922,guran,4,1,4,1,4,1
923,sipid,4,1,4,1,4,1
924,donec,3,1,3,1,3,1
925,copis,3,1,3,1,3,1
926,speed,5,1,4,1,4,1
927,gryde,5,1,4,1,5,1
928,femic,4,1,4,1,4,1
929,inert,4,1,4,1,4,1
930,cling,4,1,4,1,4,1
931,proas,3,1,4,1,4,1
932,helas,4,1,4,1,4,1
933,carby,5,1,6,1,6,1
934,roast,3,1,3,1,3,1
935,fulth,4,1,4,1,4,1
936,fibra,4,1,7,0,7,0
937,trade,6,1,5,1,5,1
938,telos,3,1,3,1,3,1
939,sprue,4,1,3,1,4,1
940,stoff,5,1,7,0,7,0
941,shoya,4,1,4,1,4,1
942,douce,5,1,5,1,5,1
943,juror,3,1,4,1,4,1
944,bauds,6,1,5,1,5,1
945,deray,5,1,3,1,3,1
946,immun,4,1,4,1,4,1
947,akund,4,1,5,1,4,1
948,mesne,4,1,4,1,4,1
949,dorsa,4,1,4,1,4,1
950,mimer,7,0,7,0,7,0
951,clair,3,1,3,1,3,1
952,redip,5,1,4,1,4,1
953,hinds,4,1,6,1,6,1
954,kafiz,5,1,5,1,5,1
955,alvus,5,1,5,1,5,1
956,yahoo,5,1,5,1,4,1
957,lunas,4,1,4,1,4,1
958,ectal,3,1,3,1,3,1
959,frith,7,0,5,1,5,1
960,rotte,4,1,5,1,3,1
961,canes,3,1,3,1,3,1
962,exter,4,1,4,1,4,1
963,dorje,5,1,4,1,4,1
964,gerah,6,1,6,1,7,0
965,horde,4,1,5,1,5,1
966,usage,5,1,5,1,5,1
967,perca,3,1,3,1,3,1
968,music,3,1,4,1,4,1
969,kuman,4,1,5,1,5,1
970,mulch,3,1,3,1,3,1
971,damar,3,1,5,1,5,1
972,stint,4,1,4,1,3,1
973,pursy,4,1,4,1,4,1
974,doats,5,1,6,1,6,1
975,jowel,5,1,5,1,5,1
976,roomy,4,1,4,1,4,1
977,dasnt,4,1,5,1,5,1
978,eared,11,0,9,0,9,0
979,burrs,6,1,5,1,5,1
980,mudde,6,1,4,1,5,1
981,slaum,4,1,5,1,5,1
982,seron,3,1,3,1,3,1
983,avoke,5,1,6,1,6,1
984,gulae,5,1,4,1,5,1
985,haler,6,1,5,1,5,1
986,chins,3,1,3,1,3,1
987,windz,6,1,4,1,6,1
988,bugre,5,1,5,1,4,1
989,sivan,4,1,5,1,5,1
990,keach,7,0,5,1,5,1
991,stret,7,0,4,1,4,1
992,hones,9,0,7,0,7,0
993,ajiva,4,1,4,1,4,1
994,warps,8,0,4,1,4,1
995,whaup,4,1,5,1,5,1
996,admit,4,1,4,1,4,1
997,stewy,4,1,4,1,4,1
998,execs,4,1,4,1,4,1
999,khmer,5,1,5,1,5,1
1000,weeds,4,1,4,1,4,1
1001,abbes,5,1,6,1,6,1
1002,abaca,4,1,4,1,4,1
1003,email,4,1,4,1,4,1
1004,shill,7,0,4,1,7,0
1005,befit,4,1,4,1,4,1
1006,carvy,4,1,4,1,4,1
1007,combs,8,0,5,1,5,1
1008,karou,5,1,5,1,5,1
1009,fetwa,5,1,5,1,4,1
1010,unhid,4,1,3,1,3,1
1011,weeda,4,1,5,1,5,1
1012,coria,3,1,3,1,3,1
1013,mochy,4,1,4,1,4,1
1014,soyas,7,0,4,1,4,1
1015,filed,4,1,5,1,5,1
1016,kumys,6,1,5,1,5,1
1017,royet,5,1,4,1,4,1
1018,dilis,4,1,4,1,4,1
1019,curst,3,1,3,1,3,1
1020,grain,3,1,4,1,4,1
1021,hagia,3,1,6,1,6,1
1022,pooty,5,1,5,1,5,1
1023,dupla,5,1,4,1,4,1
1024,whort,4,1,4,1,4,1
1025,cowan,3,1,4,1,4,1
1026,pilon,3,1,3,1,3,1
1027,ahold,4,1,4,1,4,1
1028,strid,4,1,6,1,6,1
1029,debit,4,1,7,0,7,0
1030,duole,4,1,5,1,5,1
1031,munga,6,1,5,1,4,1
1032,slain,3,1,3,1,3,1
1033,telar,3,1,3,1,3,1
1034,erika,4,1,4,1,4,1
1035,tokay,4,1,3,1,3,1
1036,epoch,5,1,4,1,4,1
1037,gouda,6,1,4,1,4,1
1038,bidry,4,1,5,1,5,1
1039,heard,5,1,5,1,5,1
1040,bulge,4,1,3,1,4,1
1041,kaaba,7,0,4,1,4,1
1042,berat,4,1,7,0,7,0
1043,annat,5,1,4,1,3,1
1044,knick,4,1,4,1,4,1
1045,hayer,5,1,7,0,7,0
1046,stope,6,1,5,1,5,1
1047,colic,3,1,3,1,3,1
1048,dumba,6,1,3,1,5,1
1049,plote,6,1,5,1,5,1
1050,sloop,5,1,4,1,4,1
1051,proms,7,0,7,0,7,0
1052,yakin,4,1,5,1,5,1
1053,spise,4,1,3,1,4,1
1054,grapy,6,1,4,1,5,1
1055,mosso,4,1,4,1,4,1
1056,chwas,4,1,4,1,4,1
1057,linch,3,1,3,1,3,1
1058,naily,4,1,4,1,4,1
1059,bited,4,1,3,1,3,1
1060,snugs,3,1,4,1,4,1
1061,proke,6,1,6,1,5,1
1062,aheap,4,1,5,1,5,1
1063,twill,4,1,3,1,3,1
1064,means,9,0,3,1,3,1
1065,cosen,3,1,3,1,3,1
1066,leigh,4,1,4,1,4,1
1067,fotui,4,1,4,1,4,1
1068,selva,4,1,3,1,3,1
1069,fully,5,1,5,1,5,1
1070,mania,5,1,3,1,3,1
1071,stowp,6,1,4,1,4,1
1072,parer,5,1,6,1,6,1
1073,flyby,4,1,4,1,4,1
1074,oskar,3,1,4,1,4,1
1075,lupis,3,1,4,1,4,1
1076,hispa,5,1,4,1,5,1
1077,appro,5,1,4,1,4,1
1078,spahi,5,1,3,1,4,1
1079,berob,6,1,4,1,4,1
1080,prims,5,1,6,1,6,1
1081,telei,3,1,4,1,4,1
1082,prudy,5,1,4,1,4,1
1083,suint,4,1,4,1,4,1
1084,linet,4,1,3,1,3,1
1085,greit,4,1,4,1,4,1
1086,inarm,4,1,4,1,4,1
1087,ahsan,4,1,4,1,3,1
1088,shots,4,1,4,1,4,1
1089,ateba,5,1,4,1,4,1
1090,niata,4,1,4,1,4,1
1091,gruff,5,1,4,1,4,1
1092,calif,6,1,4,1,4,1
1093,curch,4,1,4,1,4,1
1094,faded,4,1,7,0,7,0
1095,rundi,4,1,4,1,4,1
1096,shout,4,1,6,1,7,0
1097,abaff,4,1,5,1,4,1
1098,drops,4,1,4,1,4,1
1099,royal,3,1,3,1,3,1
1100,nerds,4,1,4,1,4,1
1101,biffy,6,1,6,1,6,1
1102,tombs,6,1,5,1,5,1
1103,along,4,1,4,1,4,1
1104,salty,4,1,3,1,3,1
1105,jagir,6,1,6,1,6,1
1106,zaire,5,1,3,1,3,1
1107,enorn,5,1,4,1,4,1
1108,basyl,4,1,4,1,4,1
1109,toffs,5,1,5,1,5,1
1110,amnic,3,1,4,1,4,1
1111,cabda,3,1,4,1,4,1
1112,urine,5,1,3,1,4,1
1113,daisy,5,1,4,1,4,1
1114,covey,4,1,5,1,5,1
1115,namby,5,1,5,1,5,1
1116,quave,6,1,5,1,5,1
1117,geyan,6,1,4,1,4,1
1118,tazia,3,1,4,1,4,1
1119,taste,4,1,4,1,4,1
1120,equid,4,1,4,1,4,1
1121,smart,4,1,6,1,6,1
1122,seers,6,1,5,1,5,1
1123,esker,5,1,4,1,4,1
1124,clima,3,1,3,1,3,1
1125,gauby,4,1,5,1,5,1
1126,pfund,4,1,5,1,4,1
1127,otary,4,1,4,1,4,1
1128,wendy,5,1,4,1,4,1
1129,faqir,5,1,5,1,5,1
1130,cavey,4,1,4,1,4,1
1131,sophs,5,1,4,1,4,1
1132,senza,3,1,5,1,6,1
1133,ached,4,1,4,1,4,1
1134,stems,4,1,6,1,6,1
1135,betsy,4,1,5,1,5,1
1136,login,3,1,3,1,3,1
1137,drouk,7,0,4,1,4,1
1138,fogey,6,1,5,1,5,1
1139,senex,3,1,3,1,3,1
1140,fains,7,0,4,1,4,1
1141,tripy,3,1,4,1,4,1
1142,jalor,3,1,4,1,4,1
1143,bucco,6,1,3,1,3,1
1144,harts,8,0,7,0,7,0
1145,pirog,4,1,4,1,4,1
1146,payor,3,1,4,1,4,1
1147,vatic,3,1,3,1,3,1
1148,zimme,6,1,4,1,5,1
1149,parao,4,1,5,1,5,1
1150,souly,4,1,4,1,5,1
1151,evoke,5,1,5,1,4,1
1152,smile,5,1,5,1,5,1
1153,glues,4,1,4,1,4,1
1154,magus,4,1,3,1,3,1
1155,squit,4,1,4,1,4,1
1156,wreat,4,1,4,1,4,1
1157,mussy,7,0,4,1,4,1
1158,clunk,4,1,3,1,3,1
1159,olchi,3,1,3,1,3,1
1160,howff,5,1,6,1,6,1
1161,ihram,4,1,4,1,4,1
1162,intil,4,1,4,1,4,1
1163,habbe,5,1,5,1,5,1
1164,homme,5,1,6,1,6,1
1165,chore,4,1,4,1,4,1
1166,vigia,4,1,5,1,5,1
1167,sepal,5,1,4,1,4,1
1168,wiled,3,1,4,1,4,1
1169,bacin,3,1,3,1,3,1
1170,scudo,3,1,4,1,4,1
1171,poult,5,1,4,1,4,1
1172,spean,4,1,3,1,3,1
1173,voila,4,1,3,1,3,1
1174,pitau,5,1,4,1,4,1
1175,drinn,4,1,4,1,4,1
1176,undim,4,1,4,1,4,1
1177,ledol,5,1,5,1,4,1
1178,curns,3,1,3,1,3,1
1179,apama,3,1,5,1,4,1
1180,tacts,3,1,3,1,3,1
1181,podal,4,1,4,1,4,1
1182,hydro,4,1,4,1,4,1
1183,pined,3,1,5,1,5,1
1184,bends,9,0,9,0,10,0
1185,cates,3,1,3,1,3,1
1186,faxes,10,0,9,0,9,0
1187,pages,3,1,5,1,5,1
1188,fatso,3,1,4,1,4,1
1189,vizor,5,1,4,1,5,1
1190,gubat,4,1,5,1,4,1
1191,abies,4,1,4,1,4,1
1192,cauma,6,1,3,1,3,1
1193,peris,4,1,3,1,3,1
1194,junco,4,1,4,1,4,1
1195,craie,3,1,3,1,3,1
1196,caids,3,1,3,1,3,1
1197,sieur,4,1,4,1,4,1
1198,serow,3,1,4,1,4,1
1199,retan,3,1,3,1,3,1
1200,defog,6,1,4,1,6,1
1201,paten,4,1,3,1,3,1
1202,wains,3,1,4,1,4,1
1203,unfed,4,1,5,1,5,1
1204,tacit,3,1,3,1,3,1
1205,mirak,4,1,5,1,5,1
1206,jotas,3,1,4,1,4,1
1207,force,4,1,4,1,4,1
1208,almas,6,1,5,1,4,1
1209,pesky,5,1,5,1,4,1
1210,stith,4,1,5,1,4,1
1211,cunts,3,1,3,1,3,1
1212,afore,4,1,4,1,4,1
1213,aequi,5,1,5,1,5,1
1214,farci,5,1,4,1,4,1
1215,fidge,4,1,4,1,5,1
1216,prote,5,1,4,1,5,1
1217,doves,4,1,6,1,6,1
1218,vijao,5,1,4,1,4,1
1219,quote,5,1,4,1,4,1
1220,snoot,5,1,5,1,3,1
1221,loper,4,1,5,1,5,1
1222,beard,7,0,3,1,6,1
1223,lades,7,0,8,0,8,0
1224,miami,5,1,4,1,4,1
1225,luces,3,1,3,1,3,1
1226,maqui,5,1,5,1,5,1
1227,aecia,3,1,3,1,3,1
1228,argon,4,1,4,1,4,1
1229,torii,3,1,3,1,3,1
1230,togue,4,1,4,1,4,1
1231,murut,4,1,4,1,4,1
1232,wryly,4,1,3,1,4,1
1233,yameo,3,1,3,1,3,1
1234,seepy,4,1,4,1,4,1
1235,imids,4,1,5,1,4,1
1236,manna,7,0,3,1,3,1
1237,dieri,5,1,5,1,4,1
1238,salix,3,1,3,1,3,1
1239,attar,5,1,4,1,4,1
1240,ikons,4,1,4,1,4,1
1241,papua,6,1,5,1,5,1
1242,money,4,1,5,1,5,1
1243,tepas,3,1,5,1,5,1
1244,zeros,6,1,3,1,3,1
1245,becry,4,1,4,1,5,1
1246,larix,3,1,3,1,3,1
1247,tapen,3,1,3,1,3,1
1248,glide,5,1,4,1,4,1
1249,oscin,3,1,3,1,3,1
1250,grewt,5,1,5,1,5,1
1251,afoot,6,1,5,1,4,1
1252,tanks,3,1,3,1,3,1
1253,femur,5,1,5,1,5,1
1254,fusus,4,1,4,1,4,1
1255,wrang,3,1,4,1,4,1
1256,reuel,6,1,4,1,4,1
1257,prove,5,1,4,1,4,1
1258,sleet,4,1,4,1,4,1
1259,viced,4,1,3,1,3,1
1260,prest,5,1,5,1,5,1
1261,gisla,5,1,4,1,4,1
1262,bepun,4,1,3,1,3,1
1263,stirk,4,1,5,1,5,1
1264,scull,5,1,4,1,3,1
1265,grove,7,0,5,1,6,1
1266,awols,4,1,4,1,4,1
1267,ramus,5,1,4,1,4,1
1268,loped,4,1,6,1,6,1
1269,tazza,7,0,6,1,6,1
1270,nunni,5,1,4,1,4,1
1271,zimbi,5,1,4,1,3,1
1272,erred,5,1,4,1,4,1
1273,immix,4,1,4,1,4,1
1274,felup,5,1,5,1,5,1
1275,sects,3,1,3,1,3,1
1276,psoas,4,1,4,1,4,1
1277,manus,5,1,5,1,5,1
1278,laura,5,1,4,1,4,1
1279,tilia,3,1,3,1,3,1
1280,glops,6,1,3,1,3,1
1281,amirs,4,1,4,1,4,1
1282,gowks,6,1,5,1,5,1
1283,taked,6,1,7,0,7,0
1284,asaph,4,1,4,1,4,1
1285,porgy,3,1,6,1,6,1
1286,butle,5,1,4,1,4,1
1287,nasua,5,1,4,1,5,1
1288,conto,6,1,3,1,3,1
1289,hoofy,6,1,5,1,5,1
1290,mokum,5,1,5,1,5,1
1291,obese,5,1,4,1,4,1
1292,nucha,4,1,4,1,5,1
1293,fecks,5,1,7,0,7,0
1294,dumby,7,0,3,1,3,1
1295,egest,5,1,5,1,5,1
1296,bilic,3,1,4,1,4,1
1297,metis,5,1,4,1,4,1
1298,waned,3,1,4,1,4,1
1299,quads,5,1,4,1,5,1
1300,hived,7,0,5,1,5,1
1301,kazoo,5,1,4,1,5,1
1302,filao,3,1,3,1,3,1
1303,belat,4,1,4,1,4,1
1304,ngapi,5,1,4,1,5,1
1305,carps,6,1,5,1,5,1
1306,heaps,5,1,5,1,5,1
1307,akene,6,1,5,1,5,1
1308,pawed,7,0,5,1,5,1
1309,damns,4,1,5,1,5,1
1310,perch,3,1,3,1,3,1
1311,circa,3,1,3,1,3,1
1312,balao,5,1,5,1,5,1
1313,apaid,5,1,5,1,4,1
1314,mucky,4,1,4,1,4,1
1315,songy,4,1,5,1,5,1
1316,brads,4,1,7,0,7,0
1317,bozos,6,1,5,1,5,1
1318,akela,4,1,5,1,4,1
1319,janua,5,1,7,0,7,0
1320,hucks,8,0,7,0,7,0
1321,divot,6,1,3,1,4,1
1322,veter,6,1,4,1,4,1
1323,newar,4,1,5,1,5,1
1324,picky,5,1,5,1,5,1
1325,skate,5,1,4,1,4,1
1326,sloes,4,1,3,1,3,1
1327,wevet,5,1,4,1,4,1
1328,unamo,4,1,4,1,4,1
1329,carob,5,1,3,1,3,1
1330,dowve,7,0,5,1,5,1
1331,gored,3,1,5,1,5,1
1332,numud,4,1,4,1,4,1
1333,foppy,6,1,6,1,6,1
1334,mitua,4,1,4,1,4,1
1335,pasha,5,1,4,1,5,1
1336,smily,5,1,4,1,4,1
1337,lucks,4,1,4,1,4,1
1338,sodas,6,1,7,0,7,0
1339,yerth,5,1,3,1,3,1
1340,fours,5,1,9,0,9,0
1341,tungs,3,1,3,1,3,1
1342,betis,3,1,6,1,6,1
1343,upleg,5,1,5,1,5,1
1344,kapok,5,1,4,1,6,1
1345,tanny,5,1,3,1,3,1
1346,cocks,6,1,6,1,6,1
1347,goaty,4,1,4,1,4,1
1348,awkly,4,1,5,1,5,1
1349,zoril,3,1,3,1,3,1
1350,loans,3,1,3,1,3,1
1351,bouge,4,1,4,1,4,1
1352,rebed,4,1,6,1,6,1
1353,trouv,4,1,4,1,4,1
1354,darst,5,1,6,1,6,1
1355,arums,6,1,5,1,5,1
1356,fyces,4,1,3,1,3,1
1357,unold,4,1,4,1,4,1
1358,bixin,5,1,5,1,5,1
1359,spina,4,1,4,1,4,1
1360,daroo,5,1,4,1,3,1
1361,phage,5,1,4,1,5,1
1362,staio,3,1,3,1,3,1
1363,shook,5,1,4,1,4,1
1364,stine,4,1,3,1,3,1
1365,casco,3,1,3,1,3,1
1366,cries,3,1,3,1,3,1
1367,howls,4,1,4,1,4,1
1368,yamun,4,1,5,1,5,1
1369,padre,3,1,4,1,4,1
1370,cymol,4,1,4,1,4,1
1371,sabik,5,1,4,1,4,1
1372,cytol,4,1,4,1,4,1
1373,sapek,5,1,4,1,4,1
1374,lopes,7,0,7,0,7,0
1375,lessn,3,1,3,1,3,1
1376,nenta,8,0,7,0,4,1
1377,smoos,6,1,4,1,4,1
1378,dates,9,0,10,0,10,0
1379,elsin,3,1,3,1,3,1
1380,lavic,3,1,3,1,3,1
1381,cobra,4,1,4,1,4,1
1382,wheel,5,1,4,1,4,1
1383,acost,3,1,4,1,4,1
1384,marid,5,1,3,1,3,1
1385,pilei,4,1,4,1,4,1
1386,bilgy,6,1,5,1,5,1
1387,abler,4,1,4,1,4,1
1388,unhex,5,1,6,1,6,1
1389,dared,9,0,4,1,4,1
1390,peery,7,0,5,1,5,1
1391,gutty,4,1,5,1,5,1
1392,laith,4,1,4,1,4,1
1393,leese,4,1,4,1,4,1
1394,cumol,5,1,5,1,5,1
1395,boryl,4,1,4,1,4,1
1396,aotes,3,1,3,1,3,1
1397,fishy,4,1,5,1,5,1
1398,ribes,5,1,8,0,8,0
1399,turfs,5,1,6,1,6,1
1400,gents,4,1,6,1,6,1
1401,duchy,3,1,4,1,4,1
1402,torse,3,1,3,1,3,1
1403,bigae,3,1,4,1,4,1
1404,matzo,5,1,4,1,4,1
1405,shiko,4,1,4,1,4,1
1406,naish,3,1,4,1,4,1
1407,solum,4,1,4,1,4,1
1408,calve,3,1,3,1,3,1
1409,curia,3,1,3,1,3,1
1410,scowl,4,1,4,1,4,1
1411,annas,3,1,4,1,4,1
1412,felty,5,1,3,1,3,1
1413,clame,6,1,4,1,4,1
1414,amhar,4,1,4,1,4,1
1415,muses,6,1,5,1,5,1
1416,crois,3,1,3,1,3,1
1417,tebet,6,1,4,1,4,1
1418,comps,5,1,6,1,6,1
1419,routs,3,1,3,1,3,1
1420,bezzo,5,1,4,1,5,1
1421,marcs,3,1,3,1,3,1
1422,ganev,4,1,4,1,4,1
1423,koroa,4,1,5,1,5,1
1424,igloo,3,1,4,1,4,1
1425,cabre,4,1,4,1,4,1
1426,dying,4,1,4,1,6,1
1427,sloat,4,1,4,1,4,1
1428,jarmo,5,1,5,1,6,1
1429,fussy,5,1,6,1,7,0
1430,diner,8,0,8,0,8,0
1431,nakir,4,1,5,1,5,1
1432,graip,5,1,4,1,4,1
1433,climb,5,1,4,1,4,1
1434,neems,4,1,5,1,5,1
1435,octan,3,1,3,1,3,1
1436,stacc,4,1,5,1,3,1
1437,limpy,4,1,5,1,5,1
1438,loofs,3,1,3,1,3,1
1439,orals,3,1,3,1,3,1
1440,porns,3,1,4,1,4,1
1441,fumed,4,1,5,1,5,1
1442,acker,4,1,3,1,3,1
1443,pogge,6,1,4,1,4,1
1444,byard,4,1,5,1,4,1
1445,manic,5,1,4,1,4,1
1446,bubal,4,1,5,1,5,1
1447,bught,5,1,4,1,4,1
1448,tains,3,1,3,1,3,1
1449,sicle,4,1,4,1,4,1
1450,tiber,4,1,7,0,8,0
1451,rawly,3,1,4,1,4,1
1452,toosh,4,1,4,1,5,1
1453,oriya,4,1,3,1,4,1
1454,kavas,4,1,5,1,5,1
1455,homes,5,1,5,1,5,1
1456,waugh,5,1,4,1,4,1
1457,dirks,6,1,4,1,4,1
1458,scrae,4,1,4,1,4,1
1459,leden,5,1,4,1,4,1
1460,rubor,5,1,5,1,5,1
1461,arise,3,1,3,1,3,1
1462,bazar,4,1,5,1,5,1
1463,abdal,4,1,5,1,6,1
1464,tuant,3,1,4,1,4,1
1465,aurir,4,1,3,1,4,1
1466,kilns,4,1,4,1,4,1
1467,pinax,5,1,5,1,5,1
1468,antae,4,1,5,1,4,1
1469,shapy,3,1,5,1,5,1
1470,awned,5,1,4,1,4,1
1471,bitty,7,0,8,0,8,0
1472,moler,5,1,4,1,4,1
1473,kelpy,3,1,5,1,5,1
1474,rexen,6,1,4,1,4,1
1475,bisie,4,1,5,1,5,1
1476,jiber,9,0,5,1,5,1
1477,gabon,3,1,5,1,5,1
1478,winer,8,0,4,1,4,1
1479,agura,5,1,5,1,5,1
1480,diego,4,1,4,1,4,1
1481,bodes,7,0,5,1,5,1
1482,bogey,6,1,4,1,4,1
1483,amaga,5,1,5,1,5,1
1484,bronk,6,1,5,1,5,1
1485,whory,4,1,4,1,5,1
1486,phoca,3,1,3,1,3,1
1487,oscan,4,1,3,1,3,1
1488,stump,5,1,5,1,5,1
1489,julio,3,1,3,1,3,1
1490,skits,5,1,6,1,6,1
1491,kench,5,1,5,1,5,1
1492,labba,6,1,5,1,4,1
1493,getah,5,1,4,1,6,1
1494,thymi,5,1,5,1,5,1
1495,unity,4,1,4,1,4,1
1496,sprot,3,1,4,1,4,1
1497,malls,5,1,5,1,5,1
1498,dames,5,1,4,1,4,1
1499,hosts,6,1,6,1,6,1
1500,hexes,6,1,7,0,7,0
1501,debel,6,1,3,1,3,1
1502,fname,6,1,5,1,5,1
1503,iddio,4,1,4,1,4,1
1504,snoop,4,1,4,1,3,1
1505,lymph,4,1,4,1,4,1
1506,pewee,5,1,4,1,4,1
1507,teems,6,1,5,1,4,1
1508,girny,3,1,4,1,4,1
1509,sleds,4,1,3,1,6,1
1510,tewed,5,1,4,1,4,1
1511,ngoko,5,1,4,1,4,1
1512,riche,4,1,4,1,4,1
1513,starw,6,1,4,1,6,1
1514,saeta,4,1,4,1,4,1
1515,bazoo,5,1,4,1,4,1
1516,venin,4,1,4,1,4,1
1517,witan,4,1,3,1,3,1
1518,leuco,4,1,4,1,4,1
1519,amaze,7,0,5,1,5,1
1520,milos,7,0,4,1,4,1
1521,grank,6,1,4,1,4,1
1522,grimp,5,1,4,1,5,1
1523,buxus,5,1,4,1,4,1
1524,ugric,4,1,3,1,3,1
1525,moire,5,1,4,1,4,1
1526,glary,4,1,5,1,5,1
1527,anoil,3,1,3,1,3,1
1528,peles,5,1,4,1,4,1
1529,seamy,3,1,5,1,5,1
1530,fists,4,1,8,0,8,0
1531,benjy,5,1,4,1,4,1
1532,yinst,4,1,4,1,4,1
1533,brens,4,1,4,1,4,1
1534,assai,4,1,4,1,4,1
1535,auloi,4,1,4,1,4,1
1536,gaize,5,1,4,1,4,1
1537,toist,3,1,3,1,3,1
1538,fract,4,1,3,1,3,1
1539,laths,4,1,4,1,4,1
1540,floey,4,1,4,1,4,1
1541,reffo,4,1,5,1,5,1
1542,cheer,4,1,5,1,5,1
1543,iroha,4,1,4,1,4,1
1544,licks,4,1,3,1,3,1
1545,ekaha,4,1,5,1,4,1
1546,atony,4,1,4,1,4,1
1547,kempt,5,1,5,1,4,1
1548,pride,5,1,5,1,5,1
1549,steal,4,1,3,1,3,1
1550,saith,4,1,4,1,4,1
1551,crapy,5,1,3,1,3,1
1552,jacht,6,1,5,1,6,1
1553,taino,3,1,3,1,3,1
1554,jnana,4,1,4,1,4,1
1555,jonah,7,0,6,1,6,1
1556,theah,4,1,4,1,4,1
1557,gibel,6,1,5,1,5,1
